N_unmapped	369077	369077	369077
N_multimapping	3282712	3282712	3282712
N_noFeature	1377662	5155091	5147782
N_ambiguous	896847	354415	320280
ENSMUSG00000102693.1	0	0	0
ENSMUSG00000064842.1	0	0	0
ENSMUSG00000051951.5	0	0	0
ENSMUSG00000102851.1	0	0	0
ENSMUSG00000103377.1	0	0	0
ENSMUSG00000104017.1	0	0	0
ENSMUSG00000103025.1	0	0	0
ENSMUSG00000089699.1	0	0	0
ENSMUSG00000103201.1	0	0	0
ENSMUSG00000103147.1	0	0	0
ENSMUSG00000103161.1	0	0	0
ENSMUSG00000102331.1	1	1	0
ENSMUSG00000102348.1	0	0	0
ENSMUSG00000102592.1	0	0	0
ENSMUSG00000088333.2	0	0	0
ENSMUSG00000102343.1	0	0	0
ENSMUSG00000025900.11	1	1	0
ENSMUSG00000102948.1	0	0	0
ENSMUSG00000109048.1	0	0	0
ENSMUSG00000104123.1	0	0	0
ENSMUSG00000025902.13	14	5	9
ENSMUSG00000104238.1	0	0	0
ENSMUSG00000102269.1	2	1	1
ENSMUSG00000096126.1	0	0	0
ENSMUSG00000103003.1	0	0	0
ENSMUSG00000104328.1	0	0	0
ENSMUSG00000102735.1	0	0	0
ENSMUSG00000098104.1	1	0	1
ENSMUSG00000102175.1	0	0	0
ENSMUSG00000088000.1	0	0	0
ENSMUSG00000103265.1	0	0	0
ENSMUSG00000103922.1	0	0	0
ENSMUSG00000033845.13	291	148	143
ENSMUSG00000102275.1	10	6	4
ENSMUSG00000025903.14	145	69	76
ENSMUSG00000104217.1	0	0	0
ENSMUSG00000033813.15	154	28	126
ENSMUSG00000062588.4	0	0	0
ENSMUSG00000103280.1	0	0	0
ENSMUSG00000002459.17	7	4	3
ENSMUSG00000091305.1	0	0	0
ENSMUSG00000102653.1	0	0	0
ENSMUSG00000085623.1	0	0	0
ENSMUSG00000091665.1	0	0	0
ENSMUSG00000033793.12	304	135	169
ENSMUSG00000104352.1	0	0	0
ENSMUSG00000104046.1	0	0	0
ENSMUSG00000102907.1	0	0	0
